,Level1,Level2,Level3,Level4,Total
1385,2011-2014,3,Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,1
1386,1999-2002,4,Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,1
1387,2002-2005,5,Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,1
1388,1996-1999,6,Nonlinear Markov Networks for Continuous Variables,Mixtures of Gaussian Processes,1
1389,2011-2014,7,Optimizing Instructional Policies,Optimal Teaching for Limited-Capacity Human Learners,1
1390,2005-2008,8,Learning to Rank with Nonsmooth Cost Functions,Polynomial Semantic Indexing,1
1391,2005-2008,9,Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,1
1392,2008-2011,10,Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,1
1393,2008-2011,11,Policy gradients in linearly-solvable MDPs,Variational Policy Search via Trajectory Optimization,1
1394,1993-1996,12,Hidden Markov Decision Trees,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,1
1395,1996-1999,13,Hidden Markov Decision Trees,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model,1
1396,2011-2014,0,Accelerating Stochastic Gradient Descent using Predictive Variance Reduction,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,1
1397,2008-2011,1,Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,1
1398,2011-2014,2,Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,1
1399,1987-1990,3,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,1
1400,1990-1993,4,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,1
1401,1993-1996,5,Bayesian Query Construction for Neural Network Models,Minimizing Statistical Bias with Queries,1
1402,1996-1999,6,Monte Carlo POMDPs,The Unscented Particle Filter,1
1403,1996-1999,6,Monte Carlo POMDPs,Exponential Family PCA for Belief Compression in POMDPs,1
1404,1996-1999,6,Monte Carlo POMDPs,Bayesian Policy Learning with Trans-Dimensional MCMC,1
1405,1996-1999,6,Monte Carlo POMDPs,Random Sampling of States in Dynamic Programming,1
1406,1996-1999,6,Monte Carlo POMDPs,Bayesian Model of Behaviour in Economic Games,1
1407,1996-1999,6,Monte Carlo POMDPs,Bayes-Adaptive Simulation-based Search with Value Function Approximation,1
1408,1999-2002,7,Monte Carlo POMDPs,The Unscented Particle Filter,1
1409,1999-2002,7,Monte Carlo POMDPs,Exponential Family PCA for Belief Compression in POMDPs,1
1410,1999-2002,7,Monte Carlo POMDPs,Bayesian Policy Learning with Trans-Dimensional MCMC,1
1411,1999-2002,7,Monte Carlo POMDPs,Random Sampling of States in Dynamic Programming,1
1412,1999-2002,7,Monte Carlo POMDPs,Bayesian Model of Behaviour in Economic Games,1
1413,1999-2002,7,Monte Carlo POMDPs,Bayes-Adaptive Simulation-based Search with Value Function Approximation,1
1414,1999-2002,8,Robust Reinforcement Learning,Nonparametric Representation of Policies and Value Functions: A Trajectory-Based Approach,1
1415,1999-2002,8,Robust Reinforcement Learning,Minimax Differential Dynamic Programming: An Application to Robust Biped Walking,1
1416,2011-2014,9,Machine Teaching for Bayesian Learners in the Exponential Family,Optimal Teaching for Limited-Capacity Human Learners,1
1417,2011-2014,10,Tighten after Relax: Minimax-Optimal Sparse PCA in Polynomial Time,Principal Differences Analysis: Interpretable Characterization of Differences between Distributions,1
1418,2014-2017,11,Tighten after Relax: Minimax-Optimal Sparse PCA in Polynomial Time,Principal Differences Analysis: Interpretable Characterization of Differences between Distributions,1
1419,2011-2014,12,How transferable are features in deep neural networks?,Unsupervised Domain Adaptation with Residual Transfer Networks,1
1420,2011-2014,12,How transferable are features in deep neural networks?,Combining Low-Density Separators with CNNs,1
1421,2014-2017,13,How transferable are features in deep neural networks?,Unsupervised Domain Adaptation with Residual Transfer Networks,1
1422,2014-2017,13,How transferable are features in deep neural networks?,Combining Low-Density Separators with CNNs,1
1423,2011-2014,0,Bayesian inference for low rank spatiotemporal neural receptive fields,On Prior Distributions and Approximate Inference for Structured Variables,1
1424,2011-2014,1,Pass-efficient unsupervised feature selection,Column Selection via Adaptive Sampling,1
1425,2011-2014,2,Estimation with Norm Regularization,Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs,1
1426,2011-2014,2,Estimation with Norm Regularization,High Dimensional Structured Superposition Models,1
1427,2014-2017,3,Estimation with Norm Regularization,Beyond Sub-Gaussian Measurements: High-Dimensional Structured Estimation with Sub-Exponential Designs,1
1428,2014-2017,3,Estimation with Norm Regularization,High Dimensional Structured Superposition Models,1
1429,1999-2002,4,Feature Selection by Maximum Marginal Diversity,Discriminant Saliency for Visual Recognition from Cluttered Scenes,1
1430,2002-2005,5,Feature Selection by Maximum Marginal Diversity,Discriminant Saliency for Visual Recognition from Cluttered Scenes,1
1431,2014-2017,6,Neural Adaptive Sequential Monte Carlo,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks,1
1432,2014-2017,6,Neural Adaptive Sequential Monte Carlo,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks,1
1433,1993-1996,7,Stochastic Hillclimbing as a Baseline Method for Evaluating Genetic Algorithms,Genetic Algorithms and Explicit Search Statistics,1
1434,1987-1990,8,Presynaptic Neural Information Processing,"Does the Neuron ""Learn"" like the Synapse?",1
1435,2011-2014,9,Hamming Distance Metric Learning,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,1
1436,1987-1990,10,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,A Continuous Speech Recognition System Embedding MLP into HMM,1
1437,1987-1990,10,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,Connectionist Approaches to the Use of Markov Models for Speech Recognition,1
1438,2008-2011,11,Static Analysis of Binary Executables Using Structural SVMs,Structured Learning for Cell Tracking,1
1439,1999-2002,12,Programmable Reinforcement Learning Agents,Bayesian Hierarchical Reinforcement Learning,1
1440,1999-2002,13,A Bilinear Model for Sparse Coding,Learning transport operators for image manifolds,1
1441,2002-2005,0,A Bilinear Model for Sparse Coding,Learning transport operators for image manifolds,1
1442,2008-2011,1,Kernel Descriptors for Visual Recognition,Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms,1
1443,2008-2011,1,Kernel Descriptors for Visual Recognition,Unsupervised Template Learning for Fine-Grained Object Recognition,1
1444,1999-2002,2,Occam's Razor,What Size Net Gives Valid Generalization?,1
1445,2005-2008,3,Colored Maximum Variance Unfolding,Fast Graph Laplacian Regularized Kernel Learning via Semidefinite?Quadratic?Linear Programming,1
1446,1999-2002,4,Sparse Greedy Gaussian Process Regression,Infinite Mixtures of Gaussian Process Experts,1
1447,2008-2011,5,Active Classification based on Value of Classifier,Timely Object Recognition,1
1448,2011-2014,6,Active Classification based on Value of Classifier,Timely Object Recognition,1
1449,2011-2014,7,Finding a sparse vector in a subspace: Linear sparsity using alternating directions,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,1
1450,2014-2017,8,Finding a sparse vector in a subspace: Linear sparsity using alternating directions,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes,1
1451,2002-2005,9,Max-Margin Markov Networks,Multiple Choice Learning: Learning to Produce Multiple Structured Outputs,1
1452,1990-1993,10,Adaptive Elastic Models for Hand-Printed Character Recognition,Adaptive Elastic Input Field for Recognition Improvement,1
1453,2005-2008,11,Characterizing neural dependencies with copula models,Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies,1
1454,2005-2008,11,Characterizing neural dependencies with copula models,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models",1
1455,2008-2011,12,Characterizing neural dependencies with copula models,Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies,1
1456,2008-2011,12,Characterizing neural dependencies with copula models,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models",1
1457,2008-2011,13,Over-complete representations on recurrent neural networks can support persistent percepts,Structured sparse coding via lateral inhibition,1
1458,2011-2014,0,Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex,Bayesian Sampling Using Stochastic Gradient Thermostats,1
1459,2011-2014,1,Annealing between distributions by averaging moments,Just-In-Time Learning for Fast and Flexible Inference,1
1460,2002-2005,2,Maximum-Margin Matrix Factorization,Approximating Concavely Parameterized Optimization Problems,1
1461,2002-2005,2,Maximum-Margin Matrix Factorization,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms,1
1462,2011-2014,3,An Accelerated Proximal Coordinate Gradient Method,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,1
1463,2014-2017,4,An Accelerated Proximal Coordinate Gradient Method,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,1
1464,2008-2011,5,Practical Variational Inference for Neural Networks,Affine Independent Variational Inference,1
1465,2011-2014,6,Practical Variational Inference for Neural Networks,Affine Independent Variational Inference,1
1466,1990-1993,7,Tangent Prop - A formalism for specifying selected invariances in an adaptive network,A Rapid Graph-based Method for Arbitrary Transformation-Invariant Pattern Classification,1
1467,1990-1993,7,Tangent Prop - A formalism for specifying selected invariances in an adaptive network,Efficient Pattern Recognition Using a New Transformation Distance,1
1468,1987-1990,8,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,Using Genetic Algorithms to Improve Pattern Classification Performance,1
1469,1990-1993,9,A Comparative Study of the Practical Characteristics of Neural Network and Conventional Pattern Classifiers,Using Genetic Algorithms to Improve Pattern Classification Performance,1
1470,1999-2002,10,Partially labeled classification with Markov random walks,Semi-Supervised Learning with Trees,1
1471,1999-2002,10,Partially labeled classification with Markov random walks,Semi-supervised Protein Classification Using Cluster Kernels,1
1472,1999-2002,10,Partially labeled classification with Markov random walks,Nonparametric Transforms of Graph Kernels for Semi-Supervised Learning,1
1473,1999-2002,10,Partially labeled classification with Markov random walks,Learning on Graph with Laplacian Regularization,1
1474,1999-2002,10,Partially labeled classification with Markov random walks,Entropic Graph Regularization in Non-Parametric Semi-Supervised Classification,1
1475,1999-2002,10,Partially labeled classification with Markov random walks,Analyzing the Harmonic Structure in Graph-Based Learning,1
1476,1999-2002,10,Partially labeled classification with Markov random walks,Learning on graphs using Orthonormal Representation is Statistically Consistent,1
1477,1999-2002,10,Partially labeled classification with Markov random walks,Semi-supervised Learning with Ladder Networks,1
1478,1999-2002,11,PAC-Bayes & Margins,Tighter PAC-Bayes Bounds,1
1479,1999-2002,11,PAC-Bayes & Margins,Dimensionality Dependent PAC-Bayes Margin Bound,1
1480,2002-2005,12,PAC-Bayes & Margins,Tighter PAC-Bayes Bounds,1
