Level1,Level2,Level3,Level4,Citations,Papers,Paper_ID,Top_Words1,Top_Topic1,KCluster
1993-1996,"algorithm, state, problem, time, hidden, markov, models, mean, step, algorithms",Generalization in Reinforcement Learning: Safely Approximating the Value Function,Convergent Temporal-Difference Learning with Arbitrary Smooth Function Approximation,1,1,1018,"algorithm', u'state', u'problem', u'time', u'hidden', u'markov', u'models', u'mean', u'step', u'algorithms']",[2],2
1987-1990,"network, training, parameters, networks, number, classifiers, training, classifier, network, classification",Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,1,1,394,"network', u'training', u'parameters', u'networks', u'number', u'classifiers', u'training', u'classifier', u'network', u'classification']","[0, 4]",1
1990-1993,"network, learning, time, unit, output, pattern, information, units, temporal, patterns",Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,1,1,394,"network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Exponential Family PCA for Belief Compression in POMDPs,Timely Object Recognition,1,1,2319,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2002-2005,"data, learning, local, system, bound, margin, coordinates, using, global, given",Exponential Family PCA for Belief Compression in POMDPs,Timely Object Recognition,1,1,2319,"data', u'learning', u'local', u'system', u'bound', u'margin', u'coordinates', u'using', u'global', u'given']",[2],4
2011-2014,"decision, model, effects, rankings, models, feature, decisions, utility, preference, participants",Rational inference of relative preferences,Magnitude-sensitive preference formation`,1,1,4670,"decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
2011-2014,"decision, model, effects, rankings, models, feature, decisions, utility, preference, participants",Rational inference of relative preferences,A Theory of Decision Making Under Dynamic Context,1,1,4670,"decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
2011-2014,"decision, model, effects, rankings, models, feature, decisions, utility, preference, participants",Rational inference of relative preferences,Human Decision-Making under Limited Time,1,1,4670,"decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
1990-1993,"network, learning, time, unit, output, pattern, information, units, temporal, patterns",Improving the Performance of Radial Basis Function Networks by Learning Center Locations,Boosting the Performance of RBF Networks with Dynamic Decay Adjustment,1,1,544,"network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
1993-1996,"weights, training, method, monte, carlo, prior, network, hidden, weight, given",Bayesian Query Construction for Neural Network Models,Minimizing Statistical Bias with Queries,1,1,1000,"weights', u'training', u'method', u'monte', u'carlo', u'prior', u'network', u'hidden', u'weight', u'given']",[3],3
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Algorithms for Non-negative Matrix Factorization,Simplicial Mixtures of Markov Chains: Distributed Modelling of Dynamic User Profiles,1,1,1861,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Algorithms for Non-negative Matrix Factorization,Sparse Overcomplete Latent Variable Decomposition of Counts Data,1,1,1861,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Algorithms for Non-negative Matrix Factorization,Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs,1,1,1861,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",Nonlinear Markov Networks for Continuous Variables,Mixtures of Gaussian Processes,1,1,1341,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Map-Reduce for Machine Learning on Multicore,Large-scale L-BFGS using MapReduce,1,1,3150,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"terms, approximation, gaussian, corrections, correction, model, data, models, unity, posterior",MAS: a multiplicative approximation scheme for probabilistic inference,Approximate Inference by Compilation to Arithmetic Circuits,1,1,3479,"terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",MAS: a multiplicative approximation scheme for probabilistic inference,Approximate Inference by Compilation to Arithmetic Circuits,1,1,3479,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,"class, object, visual, face, vol, viewpoint, objects, model, faces, cells",Near-Optimal MAP Inference for Determinantal Point Processes,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,1,1,4577,"class', u'object', u'visual', u'face', u'vol', u'viewpoint', u'objects', u'model', u'faces', u'cells']",[0],5
2011-2014,"class, object, visual, face, vol, viewpoint, objects, model, faces, cells",Near-Optimal MAP Inference for Determinantal Point Processes,Expectation-Maximization for Learning Determinantal Point Processes,1,1,4577,"class', u'object', u'visual', u'face', u'vol', u'viewpoint', u'objects', u'model', u'faces', u'cells']",[0],5
1996-1999,"model, data, clustering, aspect, models, sided, one, latent, learning, hofmann",Learning from Dyadic Data,Kernel Expansions with Unlabeled Examples,1,1,1503,"model', u'data', u'clustering', u'aspect', u'models', u'sided', u'one', u'latent', u'learning', u'hofmann']",[8],6
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Two-Dimensional Linear Discriminant Analysis,Tensor Subspace Analysis,1,1,2547,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
1987-1990,"network, learning, input, output, units, hidden, unit, training, layer, weights",Implications of Recursive Distributed Representations,Higher Order Recurrent Networks and Grammatical Inference,1,1,114,"network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
1987-1990,"network, learning, input, output, units, hidden, unit, training, layer, weights",Implications of Recursive Distributed Representations,Language Induction by Phase Transition in Dynamical Recognizers,1,1,114,"network', u'learning', u'input', u'output', u'units', u'hidden', u'unit', u'training', u'layer', u'weights']",[0],2
2002-2005,"model, data, latent, learning, models, linear, training, space, mixture, doublets",Modeling User Rating Profiles For Collaborative Filtering,Unsupervised Feature Selection for Accurate Recommendation of High-Dimensional Image Data,1,1,2377,"model', u'data', u'latent', u'learning', u'models', u'linear', u'training', u'space', u'mixture', u'doublets']",[7],0
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Robust Reinforcement Learning,Nonparametric Representation of Policies and Value Functions: A Trajectory-Based Approach,1,1,1841,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",Robust Reinforcement Learning,Minimax Differential Dynamic Programming: An Application to Robust Biped Walking,1,1,1841,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Multiple Instance Boosting for Object Detection,MCBoost: Multiple Classifier Boosting for Perceptual Co-clustering of Images and Visual Features,1,1,2926,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Multiple Instance Boosting for Object Detection,Multi-Level Active Prediction of Useful Image Annotations for Recognition,1,1,2926,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2005-2008,"graph, model, target, information, one, model, spike, time, neural, data",Multiple Instance Boosting for Object Detection,MCBoost: Multiple Classifier Boosting for Perceptual Co-clustering of Images and Visual Features,1,1,2926,"graph', u'model', u'target', u'information', u'one', u'model', u'spike', u'time', u'neural', u'data']","[1, 4]",1
2005-2008,"graph, model, target, information, one, model, spike, time, neural, data",Multiple Instance Boosting for Object Detection,Multi-Level Active Prediction of Useful Image Annotations for Recognition,1,1,2926,"graph', u'model', u'target', u'information', u'one', u'model', u'spike', u'time', u'neural', u'data']","[1, 4]",1
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Improved Algorithms for Linear Stochastic Bandits,Combinatorial semi-bandit with known covariance,1,1,4417,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2011-2014,"points, set, point, nearest, neighbor, learning, convergence, dimension, distribution, theorem",Improved Algorithms for Linear Stochastic Bandits,Combinatorial semi-bandit with known covariance,1,1,4417,"points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Bayesian Monte Carlo,Bayesian Policy Gradient Algorithms,1,1,2150,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Bayesian Monte Carlo,Active Learning of Model Evidence Using Bayesian Quadrature,1,1,2150,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Bayesian Monte Carlo,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature,1,1,2150,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
