Level1,Level2,Level3,Level4,Total,Paper_ID,Top_Words1,Top_Topic1
2005-2008,7,Learning to Rank with Nonsmooth Cost Functions,Polynomial Semantic Indexing,1.305,2971,"model, data, learning, models, figure, two, image, distribution, images, one",4
2011-2014,8,Delay Compensation with Dynamical Synapses,Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks,0.494,4776,"training, learning, network, networks, neural, using, set, data, model, layer",4
2005-2008,9,Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,0.685,3548,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,10,Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,12.475,3548,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,11,Policy gradients in linearly-solvable MDPs,Variational Policy Search via Trajectory Optimization,0.208,4013,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,12,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions,Sparse Space-Time Deconvolution for Calcium Image Analysis,1.679,4996,"training, learning, network, networks, neural, using, set, data, model, layer",4
1996-1999,13,The Infinite Gaussian Mixture Model,Occam's Razor,19.577,1745,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,13,The Infinite Gaussian Mixture Model,Infinite Mixtures of Gaussian Process Experts,0.06,1745,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,13,The Infinite Gaussian Mixture Model,Copula Processes,104.4,1745,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,13,The Infinite Gaussian Mixture Model,Construction of Dependent Dirichlet Processes based on Poisson Processes,413.3,1745,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,13,The Infinite Gaussian Mixture Model,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,40.3,1745,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,13,The Infinite Gaussian Mixture Model,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,17.1,1745,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1999-2002,0,The Infinite Gaussian Mixture Model,Occam's Razor,7.541,1745,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,0,The Infinite Gaussian Mixture Model,Infinite Mixtures of Gaussian Process Experts,3.39,1745,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,0,The Infinite Gaussian Mixture Model,Copula Processes,28.709,1745,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,0,The Infinite Gaussian Mixture Model,Construction of Dependent Dirichlet Processes based on Poisson Processes,0.648,1745,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,0,The Infinite Gaussian Mixture Model,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,0.063,1745,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,0,The Infinite Gaussian Mixture Model,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,0.124,1745,"data, set, one, training, model, problem, function, figure, two, linear",5
2011-2014,1,Large-scale L-BFGS using MapReduce,Fast Classification Rates for High-dimensional Gaussian Generative Models,0.361,5333,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,1,Large-scale L-BFGS using MapReduce,A Multi-Batch L-BFGS Method for Machine Learning,1.554,5333,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,2,Large-scale L-BFGS using MapReduce,Fast Classification Rates for High-dimensional Gaussian Generative Models,0.444,5333,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2014-2017,2,Large-scale L-BFGS using MapReduce,A Multi-Batch L-BFGS Method for Machine Learning,0.234,5333,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2002-2005,3,Learning in Silicon: Timing is Everything,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,24.105,2859,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2005-2008,4,Learning in Silicon: Timing is Everything,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,13.553,2859,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,5,Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,1.041,4306,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,6,Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,0.29,4306,"training, learning, network, networks, neural, using, set, data, model, layer",4
1993-1996,7,Generalization in Reinforcement Learning: Safely Approximating the Value Function,Convergent Temporal-Difference Learning with Arbitrary Smooth Function Approximation,0.335,1018,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1987-1990,8,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,0.244,394,"neuron, neurons, synapse, analog, digital, network, units, hidden, input, training",9
1990-1993,9,Chaitin-Kolmogorov Complexity and Generalization in Neural Networks,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,24,394,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1999-2002,10,Exponential Family PCA for Belief Compression in POMDPs,Timely Object Recognition,206,2319,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,11,Exponential Family PCA for Belief Compression in POMDPs,Timely Object Recognition,4,2319,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2011-2014,12,Rational inference of relative preferences,Magnitude-sensitive preference formation`,22.4,4670,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,12,Rational inference of relative preferences,A Theory of Decision Making Under Dynamic Context,0.3,4670,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,12,Rational inference of relative preferences,Human Decision-Making under Limited Time,6,4670,"training, learning, network, networks, neural, using, set, data, model, layer",4
1990-1993,13,Improving the Performance of Radial Basis Function Networks by Learning Center Locations,Boosting the Performance of RBF Networks with Dynamic Decay Adjustment,6.47,544,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1993-1996,0,Bayesian Query Construction for Neural Network Models,Minimizing Statistical Bias with Queries,5.864,1000,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1999-2002,1,Algorithms for Non-negative Matrix Factorization,Simplicial Mixtures of Markov Chains: Distributed Modelling of Dynamic User Profiles,0.88,1861,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,1,Algorithms for Non-negative Matrix Factorization,Sparse Overcomplete Latent Variable Decomposition of Counts Data,0.15,1861,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,1,Algorithms for Non-negative Matrix Factorization,Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs,0.296,1861,"data, set, one, training, model, problem, function, figure, two, linear",5
1996-1999,2,Nonlinear Markov Networks for Continuous Variables,Mixtures of Gaussian Processes,0.254,1341,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
2005-2008,3,Map-Reduce for Machine Learning on Multicore,Large-scale L-BFGS using MapReduce,0,3150,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,4,MAS: a multiplicative approximation scheme for probabilistic inference,Approximate Inference by Compilation to Arithmetic Circuits,0,3479,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,5,MAS: a multiplicative approximation scheme for probabilistic inference,Approximate Inference by Compilation to Arithmetic Circuits,0,3479,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,6,Near-Optimal MAP Inference for Determinantal Point Processes,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,0.074,4577,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,6,Near-Optimal MAP Inference for Determinantal Point Processes,Expectation-Maximization for Learning Determinantal Point Processes,0.476,4577,"training, learning, network, networks, neural, using, set, data, model, layer",4
1996-1999,7,Learning from Dyadic Data,Kernel Expansions with Unlabeled Examples,0.452,1503,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
2002-2005,8,Two-Dimensional Linear Discriminant Analysis,Tensor Subspace Analysis,0.409,2547,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
1987-1990,9,Implications of Recursive Distributed Representations,Higher Order Recurrent Networks and Grammatical Inference,0.053,114,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
1987-1990,9,Implications of Recursive Distributed Representations,Language Induction by Phase Transition in Dynamical Recognizers,0.445,114,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
2002-2005,10,Modeling User Rating Profiles For Collaborative Filtering,Unsupervised Feature Selection for Accurate Recommendation of High-Dimensional Image Data,0.107,2377,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
